Product Desc,Qty,Total Cost,Total Cost %,Total Profit,Total Profit %,Branch,Service Type,Category,Section,RevenueFixed,ProfitMargin
Total By Department:,411948.0,13880502.03,28.97,34030573.38,71.03,Stories Bayada,TABLE,FOOD,SUBS,47911075.410000004,0.7102861517672621
Total By Branch:,411948.0,13880502.03,28.97,34030573.38,71.03,Stories Bayada,TABLE,FOOD,SUBS,47911075.410000004,0.7102861517672621
1 SHOT DECAFE,682.0,6510.83,0.0,-6510.83,100.0,Stories Le Mall,TABLE,BEVERAGES,COLD BAR SECTION,0.0,
2 SHOT DECAFE,1329.0,25375.04,0.0,-25375.04,100.0,Stories Le Mall,TABLE,BEVERAGES,COLD BAR SECTION,0.0,
3 SHOT DECAFE,215.0,6157.6,0.0,-6157.6,100.0,Stories Le Mall,TABLE,BEVERAGES,COLD BAR SECTION,0.0,
ADD BANANA SAUCE LARGE,2.0,69.99,52.49,63.35,47.51,Stories Le Mall,TABLE,BEVERAGES,COLD BAR SECTION,133.34,0.47510124493775313
ADD BANANA SAUCE MEDIUM,33.0,577.39,52.49,522.61,47.51,Stories Le Mall,TABLE,BEVERAGES,COLD BAR SECTION,1100.0,0.4751
ADD BANANA SAUCE SMALL,13.0,227.46,52.49,205.88,47.51,Stories Le Mall,TABLE,BEVERAGES,COLD BAR SECTION,433.34000000000003,0.47510038307102964
ADD CARAMEL DRIZZLE,419.0,1406.27,10.42,12084.72,89.58,Stories Le Mall,TABLE,BEVERAGES,COLD BAR SECTION,13490.99,0.8957622828272795
ADD CARAMEL LARGE,170.0,1461.12,27.15,3921.46,72.85,Stories Le Mall,TABLE,BEVERAGES,COLD BAR SECTION,5382.58,0.7285465334467858
ADD CARAMEL MEDIUM,2278.0,17799.13,24.67,54355.22,75.33,Stories Le Mall,TABLE,BEVERAGES,COLD BAR SECTION,72154.35,0.7533186841818962
ADD CARAMEL SF LARGE,117.0,1535.82,41.19,2192.41,58.81,Stories Le Mall,TABLE,BEVERAGES,COLD BAR SECTION,3728.2299999999996,0.5880565308470777
ADD CARAMEL SF MEDIUM,1273.0,12532.68,31.21,27624.67,68.79,Stories Le Mall,TABLE,BEVERAGES,COLD BAR SECTION,40157.35,0.687910681357211
ADD CARAMEL SF SMALL,496.0,3255.41,20.77,12421.76,79.23,Stories Le Mall,TABLE,BEVERAGES,COLD BAR SECTION,15677.17,0.7923470881543033
ADD CARAMEL SMALL,978.5,5097.0,16.9,25066.96,83.1,Stories Le Mall,TABLE,BEVERAGES,COLD BAR SECTION,30163.96,0.8310235128278913
ADD CHOCOLATE DRIZZLE,232.0,764.99,10.35,6628.1,89.65,Stories Le Mall,TABLE,BEVERAGES,COLD BAR SECTION,7393.09,0.8965263509574481
ADD FULL FAT MILK,179.0,600.77,0.0,-600.77,100.0,Stories Le Mall,TABLE,BEVERAGES,COLD BAR SECTION,0.0,
ADD HAZELNUT LARGE,22.0,238.25,33.39,475.26,66.61,Stories Le Mall,TABLE,BEVERAGES,COLD BAR SECTION,713.51,0.6660873708847809
ADD HAZELNUT MEDIUM,151.0,1486.6,30.15,3444.34,69.85,Stories Le Mall,TABLE,BEVERAGES,COLD BAR SECTION,4930.9400000000005,0.69851590163336
ADD HAZELNUT SMALL,108.0,708.84,23.84,2264.73,76.16,Stories Le Mall,TABLE,BEVERAGES,COLD BAR SECTION,2973.57,0.7616198710640745
ADD MATCHA LARGE,2.0,93.08,77.49,27.04,22.51,Stories Le Mall,TABLE,BEVERAGES,COLD BAR SECTION,120.12,0.2251082251082251
ADD MATCHA MEDIUM,2.0,74.46,68.88,33.64,31.12,Stories Le Mall,TABLE,BEVERAGES,COLD BAR SECTION,108.1,0.3111933395004626
ADD MATCHA SMALL,2.0,55.85,61.99,34.24,38.01,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,90.09,0.3800643800643801
ADD MOCHA LARGE,13.0,257.19,61.22,162.93,38.78,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,420.12,0.3878177663524707
ADD MOCHA MEDIUM,17.0,252.25,46.98,284.69,53.02,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,536.94,0.5302082169329906
ADD MOCHA SMALL,13.0,128.6,32.39,268.4,67.61,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,397.0,0.6760705289672544
ADD RASPBERRY SAUCE LARGE,3.0,94.58,47.29,105.42,52.71,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,200.0,0.5271
ADD RASPBERRY SAUCE MEDIUM,63.0,993.05,47.29,1106.95,52.71,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,2100.0,0.5271190476190476
ADD RASPBERRY SAUCE SMALL,27.0,425.59,47.29,474.41,52.71,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,900.0,0.5271222222222223
ADD SHOT,2251.0,19944.99,27.3,53117.78,72.7,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,73062.77,0.7270156880173034
ADD SKIMMED MILK,434.0,1456.61,0.0,-1456.61,100.0,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,0.0,
ADD TOFFEE NUT MEDIUM,21.0,335.2,52.88,298.73,47.12,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,633.9300000000001,0.4712349944000126
ADD TOFFEE NUT SMALL,21.0,251.4,46.51,289.14,53.49,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,540.54,0.534909534909535
ADD VANILLA LARGE,246.0,2819.11,36.56,4892.0,63.44,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,7711.110000000001,0.634409313315463
ADD VANILLA MEDIUM,1597.0,12478.15,25.03,37375.91,74.97,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,49854.060000000005,0.7497064431663139
ADD VANILLA SF LARGE,258.0,3725.35,45.99,4375.85,54.01,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,8101.200000000001,0.5401483730805313
ADD VANILLA SF MEDIUM,2756.0,27132.82,31.4,59280.1,68.6,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,86412.92,0.6860096846628954
ADD VANILLA SF SMALL,1290.0,8466.7,21.03,31790.06,78.97,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,40256.76,0.7896825278537071
ADD VANILLA SMALL,748.5,3898.93,16.94,19119.39,83.06,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,23018.32,0.8306162222090926
ADD WHIPPED CREAM,554.0,4908.72,27.57,12897.29,72.43,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,17806.010000000002,0.7243222934278931
ADD WHITE MOCHA LARGE,85.0,730.32,27.68,1908.12,72.32,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,2638.44,0.7232000727702733
ADD WHITE MOCHA MEDIUM,469.0,3022.24,20.22,11924.01,79.78,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,14946.25,0.7977927573806138
ADD WHITE MOCHA SMALL,1440.0,6186.24,93.03,463.31,6.97,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,6649.55,0.06967539156785045
ADD YIRGACHEFFE SHOT,497.0,4744.69,26.37,13246.6,73.63,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,17991.29,0.7362784992071163
BLUE NADE,569.0,38298.45,25.35,112793.44,74.65,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,151091.89,0.7465221329880776
CARAMEL CREAM  FRAPP LARGE,103.0,6609.27,20.78,25196.01,79.22,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,31805.28,0.7921958240895851
CARAMEL CREAM  FRAPP MEDIUM,1096.0,46565.89,15.93,245772.85,84.07,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,292338.74,0.8407125583150561
CARAMEL CREAM FRAPP SMALL,455.0,14790.53,14.64,86238.6,85.36,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,101029.13,0.8536013326057544
CARAMEL FRAPP LARGE,236.0,16906.56,23.21,55930.91,76.79,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,72837.47,0.7678865012746874
CARAMEL FRAPP MEDIUM,2000.0,142030.5,26.67,390429.56,73.33,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,532460.06,0.7332560492894058
CARAMEL FRAPP SMALL,760.0,42843.72,25.26,126780.6,74.74,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,169624.32,0.7474199454417857
CHOCOLATE CREAM FRAP SMALL,595.0,30741.08,22.72,104559.82,77.28,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,135300.90000000002,0.7727947116390208
CHOCOLATE CREAM FRAPP LARGE,86.0,6117.48,24.41,18947.98,75.59,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,25065.46,0.755939847104342
CHOCOLATE CREAM FRAPP MEDIUM,1025.0,70553.46,25.83,202557.65,74.17,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,273111.11,0.7416675579400633
COFFEE FRAPP LARGE,29.0,1753.58,23.81,5609.78,76.19,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,7363.36,0.7618505682188567
COFFEE FRAPPE MEDIUM,227.0,13204.0,26.37,36872.28,73.63,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,50076.28,0.7363222667498465
COFFEE FRAPPE SMALL,77.0,3681.22,25.66,10666.53,74.34,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,14347.75,0.7434287606070639
COLD BREW BOTTLE,765.0,32622.53,43.72,42002.09,56.28,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,74624.62,0.5628449431300286
DOUBLE SHOT SHAKEN LARGE,63.0,4613.69,27.62,12092.62,72.38,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,16706.31,0.7238354849155798
DOUBLE SHOT SHAKEN MEDIUM,434.0,22245.78,21.92,79221.73,78.08,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,101467.51,0.7807595751585902
DOUBLE SHOT SHAKEN SMALL,977.0,31245.84,98.69,413.62,1.31,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,31659.46,0.01306465745151686
ESPRESSO FRAPP LARGE,66.0,4575.7,28.39,11544.42,71.61,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,16120.119999999999,0.7161497557090146
ESPRESSO FRAPP MEDIUM,334.0,18755.31,25.56,54622.76,74.44,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,73378.07,0.7444016993087988
ESPRESSO FRAPP SMALL,109.0,4991.58,24.79,15139.95,75.21,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,20131.53,0.7520516324392633
HAZELNUT FRAPP MEDIUM,18.0,1224.22,25.79,3522.92,74.21,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,4747.14,0.7421141992863071
HAZELNUT FRAPP SMALL,4.0,217.49,25.17,646.48,74.83,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,863.97,0.7482667222241512
ICED AMERICANO LARGE,133.0,6538.82,18.71,28409.29,81.29,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,34948.11,0.8128991811002083
ICED AMERICANO MEDIUM,757.0,26860.14,15.56,145730.61,84.44,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,172590.75,0.8443709179084046
ICED AMERICANO SMALL,525.0,11596.84,11.49,89371.5,88.51,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,100968.34,0.8851437985412061
ICED CARAMEL MACCHIATO LARGE,194.0,11318.21,19.61,46402.51,80.39,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,57720.72,0.803914261637762
ICED CARAMEL MACCHIATO MEDIUM,1539.0,78106.21,19.12,330504.0,80.88,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,408610.21,0.8088490985088209
ICED CARAMEL MACCHIATO SMALL,546.0,17573.48,14.64,102503.99,85.36,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,120077.47,0.8536488152190416
ICED CLASSIC CHOC LARGE,30.0,1830.68,20.54,7083.73,79.46,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,8914.41,0.7946381196287807
ICED CLASSIC CHOC MEDIUM,381.0,17342.76,17.14,83851.23,82.86,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,101193.98999999999,0.8286186758719565
ICED CLASSIC CHOC SMALL,172.0,6660.14,17.29,31862.39,82.71,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,38522.53,0.8271105246721854
ICED DOUBLE SHOT TOFFEE NUT LARGE,3.0,271.74,32.33,568.8,67.67,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,840.54,0.676707830680277
ICED DOUBLE SHOT TOFFEE NUT MEDIUM,11.0,775.51,28.49,1946.41,71.51,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,2721.92,0.7150871443686809
ICED DOUBLE SHOT TOFFEE NUT SMALL,3.0,141.7,22.47,488.93,77.53,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,630.63,0.7753040610183467
ICED LATTE LARGE,474.0,22397.48,17.8,103425.94,82.2,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,125823.42,0.8219927577870638
ICED LATTE MEDIUM,5532.0,226804.34,17.8,1047159.02,82.2,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,1273963.36,0.821969495260837
ICED LATTE SMALL,2031.0,50063.89,12.52,349727.11,87.48,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,399791.0,0.8747748448564374
ICED LEMON TEA  MEDIUM,2.0,57.87,12.04,422.61,87.96,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,480.48,0.879557942057942
ICED LEMON TEA LARGE,0.0,0.0,0.0,0.0,100.0,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,0.0,
ICED MATCHA LATTE LARGE,298.0,23869.38,30.21,55143.24,69.79,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,79012.62,0.6979042082138271
ICED MATCHA LATTE MEDIUM,2477.0,159858.43,28.06,409940.06,71.94,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,569798.49,0.7194474313190967
ICED MATCHA LATTE SMALL,866.0,39599.69,23.45,129285.0,76.55,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,168884.69,0.7655223217687761
ICED MOCHA LARGE,65.0,4095.57,21.22,15204.73,78.78,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,19300.3,0.7877975990010518
ICED MOCHA MEDIUM,921.0,48643.67,19.91,195685.46,80.09,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,244329.13,0.8009092489299168
ICED MOCHA SMALL,328.0,10669.26,15.0,60450.56,85.0,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,71119.81999999999,0.8499819037787216
ICED PEACH TEA  MEDIUM,714.0,33961.39,19.55,139710.68,80.45,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,173672.07,0.8044510553711947
ICED PEACH TEA  SMALL,320.0,11335.83,23.89,36114.92,76.11,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,47450.75,0.7611032491583378
ICED PEACH TEA LARGE,99.0,6064.46,22.49,20900.4,77.51,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,26964.86,0.7750976641451134
ICED RASPBERRY TEA  SMALL,1.0,20.26,8.68,213.07,91.32,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,233.32999999999998,0.913170188145545
ICED SALTED CARAMEL LATTE LARGE,31.0,2282.57,24.18,7158.87,75.82,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,9441.44,0.7582392092731617
ICED SALTED CARAMEL LATTE MEDIUM,526.0,32521.97,23.36,106670.82,76.64,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,139192.79,0.7663530560742406
ICED SALTED CARAMEL LATTE SMALL,163.0,6463.84,17.62,30226.25,82.38,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,36690.09,0.8238259977012867
ICED SPANISH LATTE MEDIUM,2134.0,118931.88,19.19,500681.09,80.81,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,619612.97,0.8080545667079888
ICED SPANISH LATTE SMALL,902.0,31775.12,13.93,196261.52,86.07,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,228036.63999999998,0.860657831127489
ICED TOFFEE NUT LATTE LARGE,16.0,1245.68,24.1,3922.49,75.9,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,5168.17,0.7589707768900791
ICED TOFFEE NUT LATTE MEDIUM,132.0,8792.98,24.79,26672.48,75.21,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,35465.46,0.7520691963391988
ICED TOFFEE NUT LATTE SMALL,28.0,1267.75,19.19,5338.26,80.81,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,6606.01,0.8080914197828947
ICED WHITE MOCHA LARGE,212.0,10985.11,17.44,52010.08,82.56,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,62995.19,0.825619860817945
ICED WHITE MOCHA MEDIUM,1405.0,62412.9,16.75,310295.81,83.25,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,372708.71,0.8325424163014596
ICED WHITE MOCHA SMALL,799.0,21518.76,16.85,106189.34,83.15,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,127708.09999999999,0.8315004294950751
MATCHA CREAM  FRAPP SMALL,125.0,6483.18,23.24,21411.72,76.76,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,27894.9,0.7675854726132734
MATCHA CREAM FRAPP LARGE,39.0,2944.67,26.3,8251.43,73.7,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,11196.1,0.7369914523807397
MATCHA CREAM FRAPP MEDIUM,347.0,23786.64,26.65,65453.0,73.35,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,89239.64,0.7334520847461957
MOCHA FRAPP LARGE,110.0,8283.7,26.04,23532.21,73.96,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,31815.91,0.7396365529070204
MOCHA FRAPP MEDIUM,1000.0,73005.54,27.79,189669.53,72.21,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,262675.07,0.722069018578733
MOCHA FRAPP SMALL,359.0,20714.36,26.35,57912.66,73.65,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,78627.02,0.7365490896132144
NO WHIPPED CREAM,13.0,-115.19,0.0,115.19,100.0,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,0.0,
REPLACE 1 SHOT YIRGACHEFFE,696.0,1308.13,2.84,44774.75,97.16,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,46082.88,0.9716135363067586
REPLACE 2 SHOT YIRGACHEFFE,279.0,1048.76,5.86,16857.55,94.14,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,17906.309999999998,0.9414307023613464
REPLACE 3 SHOT YIRGACHEFFE,64.0,360.86,8.78,3747.24,91.22,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,4108.099999999999,0.9121589055767874
REPLACE ALMOND LARGE,105.0,5873.44,39.47,9007.7,60.53,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,14881.14,0.6053098082539377
REPLACE ALMOND MEDIUM,1394.0,60648.68,37.28,102027.18,62.72,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,162675.86,0.6271808244935665
REPLACE ALMOND SMALL,833.0,25886.63,33.79,50731.21,66.21,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,76617.84,0.662133127219457
REPLACE COCONUT LARGE,59.0,3407.51,58.44,2423.42,41.56,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,5830.93,0.41561466181209517
REPLACE COCONUT MEDIUM,806.0,36205.56,45.68,43059.37,54.32,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,79264.93,0.5432335586494558
REPLACE COCONUT SMALL,345.0,11069.58,35.66,19973.48,64.34,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,31043.059999999998,0.6434120863085019
REPLACE LACTOSE FREE LARGE,117.0,1963.41,0.0,-1963.41,100.0,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,0.0,
REPLACE LACTOSE FREE MEDIUM,1303.0,17006.86,0.0,-17006.86,100.0,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,0.0,
REPLACE LACTOSE FREE SMALL,793.0,7393.07,0.0,-7393.07,100.0,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,0.0,
REPLACE SKIMMED MILK LARGE,303.0,0.0,0.0,0.0,100.0,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,0.0,
REPLACE SKIMMED MILK MEDIUM,3159.0,0.0,0.0,0.0,100.0,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,0.0,
REPLACE SKIMMED MILK SMALL,2378.0,0.0,0.0,0.0,100.0,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,0.0,
REPLACE SUGAR FREE ALMOND LARGE,18.0,998.82,34.24,1918.6,65.76,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,2917.42,0.6576358563388198
REPLACE SUGAR FREE ALMOND MEDIUM,234.0,8656.44,28.22,22015.03,71.78,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,30671.47,0.7177689885747243
REPLACE SUGAR FREE ALMOND SMALL,109.0,3360.23,31.2,7410.94,68.8,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,10771.17,0.6880348188729729
REPLACE SUGAR FREE OAT LARGE,41.0,2064.09,31.5,4488.46,68.5,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,6552.55,0.6849943914964403
REPLACE SUGAR FREE OAT MEDIUM,522.0,17519.62,26.48,48644.94,73.52,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,66164.56,0.7352114183182055
REPLACE SUGAR FREE OAT SMALL,288.5,8068.98,29.47,19309.39,70.53,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,27378.37,0.7052790213588318
REPLACE SUGAR FREE SOYA LARGE,7.0,328.91,29.88,771.69,70.12,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,1100.6000000000001,0.7011539160457931
REPLACE SUGAR FREE SOYA MEDIUM,51.0,1597.58,24.74,4858.88,75.26,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,6456.46,0.7525610009200088
REPLACE SUGAR FREE SOYA SMALL,38.0,991.96,27.32,2639.57,72.68,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,3631.53,0.7268479125878073
SALTED CARAMEL CREAM FRAPPE LARGE,10.0,899.92,29.97,2103.08,70.03,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,3003.0,0.7003263403263403
SALTED CARAMEL CREAM FRAPPE MEDIUM,155.0,12169.1,28.42,30656.66,71.58,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,42825.76,0.7158462570191398
SALTED CARAMEL CREAM FRAPPE SMALL,60.0,3757.48,25.89,10753.33,74.11,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,14510.81,0.7410564951232909
SALTED CARAMEL FRAPPE LARGE,43.0,4631.66,35.78,8314.28,64.22,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,12945.94,0.6422306916299628
SALTED CARAMEL FRAPPE MEDIUM,322.0,30986.49,35.07,57357.29,64.93,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,88343.78,0.6492510281991556
SALTED CARAMEL FRAPPE SMALL,90.0,6433.67,31.09,14261.23,68.91,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,20694.9,0.6891180918970373
SIGNATURE ICED CHOCOLATE LARGE,9.0,948.45,35.81,1700.2,64.19,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,2648.65,0.6419119173918789
SIGNATURE ICED CHOCOLATE MEDIUM,68.0,5937.46,33.04,12032.51,66.96,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,17969.97,0.6695898768890544
SIGNATURE ICED CHOCOLATE SMALL,32.0,2123.92,29.08,5179.38,70.92,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,7303.3,0.7091835197787302
STRAWBERRY CREAM FRAPP LARGE,98.0,7224.98,25.85,20721.57,74.15,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,27946.55,0.7414714875360287
STRAWBERRY CREAM FRAPP MEDIUM,958.0,68423.65,26.81,186785.96,73.19,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,255209.61,0.7318923452764965
STRAWBERRY CREAM FRAPP SMALL,649.0,34753.88,29.97,81214.59,70.03,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,115968.47,0.700316129030589
STRAWBERRY DRIZZLE TOPPING,184.0,1386.78,23.95,4403.01,76.05,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,5789.79,0.7604783593187318
TOFFEENUT CREAM  FRAP MEDIUM,18.0,1214.13,24.27,3789.12,75.73,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,5003.25,0.7573317343726578
TOFFEENUT CREAM  FRAP SMALL,3.0,150.73,19.83,609.51,80.17,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,760.24,0.8017336630537725
TOFFEENUT FRAP LARGE,3.0,246.63,24.66,753.37,75.34,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,1000.0,0.75337
TOFFEENUT FRAP MEDIUM,31.0,2322.58,26.83,6332.56,73.17,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,8655.14,0.7316530986211662
TOFFEENUT FRAP SMALL,4.0,238.3,24.3,742.42,75.7,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,980.72,0.7570152540990293
VANILLA CREAM FRAPP LARGE,46.0,2797.33,21.47,10230.9,78.53,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,13028.23,0.7852870267104588
VANILLA CREAM FRAPP MEDIUM,449.0,26271.26,22.76,89160.57,77.24,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,115431.83,0.7724088754375635
VANILLA CREAM FRAPP SMALL,252.0,11008.67,19.82,44524.66,80.18,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,55533.33,0.8017646339594618
VANILLA FRAP SMALL,58.0,3074.99,24.12,9672.16,75.88,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,12747.15,0.7587703918130719
VANILLA FRAPP LARGE,22.0,1502.2,23.39,4921.23,76.61,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,6423.429999999999,0.7661374063389809
VANILLA FRAPP MEDIUM,174.0,11480.67,25.69,33216.02,74.31,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,44696.689999999995,0.7431427248863395
WHITE MOCHA CREAM FRAPP LARGE,9.0,534.98,20.26,2106.16,79.74,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,2641.14,0.7974435281734402
WHITE MOCHA CREAM FRAPP MEDIUM,60.0,3428.47,22.48,11825.59,77.52,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,15254.06,0.7752421322585594
WHITE MOCHA CREAM FRAPP SMALL,32.0,1368.71,19.48,5658.62,80.52,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,7027.33,0.8052304360262006
WHITE MOCHA FRAPP LARGE,19.0,1271.33,23.93,4042.18,76.07,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,5313.51,0.7607363117788429
WHITE MOCHA FRAPP MEDIUM,112.0,7236.48,25.27,21396.56,74.73,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,28633.04,0.7472681908732011
WHITE MOCHA FRAPP SMALL,38.0,1979.95,25.02,5934.46,74.98,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,7914.41,0.7498297409408914
Total By Division:,76248.5,2464192.43,23.07,8218783.47,76.93,Stories Le Mall,TABLE,BEVERAGES,22-Jan-26,10682975.9,0.7693346448530319
