Description,Qty,Total Amount,Group,Division,Branch
TASTING CUP ORIGINAL YOUGHURT,5778.0,0.0,FROZEN YOGHURT,FRENCH PASTRY,Stories Khaldeh
BLUEBERRY YOGHURT SMALL,80.0,24309.52,FROZEN YOGHURT,FRENCH PASTRY,Stories Khaldeh
BLUEBERRY YOGHURT COMBO SMALL,4262.6,1416473.88,FROZEN YOGHURT,FRENCH PASTRY,Stories Khaldeh
BLUEBERRY YOGHURT MEDIUM,34.5,11562.76,FROZEN YOGHURT,FRENCH PASTRY,Stories Khaldeh
BLUEBERRY YOGHURT COMBO MEDIUM,1098.4,435650.33,FROZEN YOGHURT,FRENCH PASTRY,Stories Khaldeh
BLUEBERRY YOGHURT X-LARGE,16.5,7683.78,FROZEN YOGHURT,FRENCH PASTRY,Stories Khaldeh
BLUEBERRY YOGHURT COMBO X-LARGE,100.5,52837.27,FROZEN YOGHURT,FRENCH PASTRY,Stories Khaldeh
TASTING CUP BLUEBERRY,3615.0,0.0,FROZEN YOGHURT,FRENCH PASTRY,Stories Khaldeh
TASTING CUP PISTACHIO,201.0,0.0,FROZEN YOGHURT,FRENCH PASTRY,Stories Khaldeh
LOTUS SPREAD YOGHURT COMBO MEDIUM,60.0,23423.42,FROZEN YOGHURT,FRENCH PASTRY,Stories Khaldeh
LOTUS SPREAD YOGHURT COMBO SMALL,188.0,63783.78,FROZEN YOGHURT,FRENCH PASTRY,Stories Khaldeh
LOTUS SPREAD YOGHURT COMBO X-LARGE,3.0,1531.53,FROZEN YOGHURT,FRENCH PASTRY,Stories Khaldeh
LOTUS SPREAD YOGHURT MEDIUM,1.0,330.33,FROZEN YOGHURT,FRENCH PASTRY,Stories Khaldeh
LOTUS SPREAD YOGHURT SMALL,8.5,1651.65,FROZEN YOGHURT,FRENCH PASTRY,Stories Khaldeh
LOTUS SPREAD YOGHURT X-LARGE,1.0,450.45,FROZEN YOGHURT,FRENCH PASTRY,Stories Khaldeh
TASTING CUP LOTUS SPREAD,308.0,0.0,FROZEN YOGHURT,FRENCH PASTRY,Stories Khaldeh
RICOTTA YOGHURT COMBO SMALL,89.5,27000.0,SPECIALTY YOGHURT,FRENCH PASTRY,Stories Khaldeh
RICOTTA YOGHURT COMBO MEDIUM,7.0,2800.0,SPECIALTY YOGHURT,FRENCH PASTRY,Stories Khaldeh
RICOTTA YOGHURT COMBO X-LARGE,3.5,1843.84,SPECIALTY YOGHURT,FRENCH PASTRY,Stories Khaldeh
TASTING CUP RICOTTA,1043.0,0.0,SPECIALTY YOGHURT,FRENCH PASTRY,Stories Khaldeh
SALAD BAR 1 VISIT,1127.0,857837.84,SALADS BAR,FROZEN YOGHURT,Stories Khaldeh
TUNA SUB,404.0,142053.27,SUB SANDWICHES,SALADS BAR,Stories Khaldeh
VEGGIE SUB,2506.0,7222.52,SUB SANDWICHES,SALADS BAR,Stories Khaldeh
TURKEY & CHEESE SUB,925.0,333874.74,SUB SANDWICHES,SALADS BAR,Stories Khaldeh
CHICKEN TERIAKI SUB,9.0,3300.0,SUB SANDWICHES,SALADS BAR,Stories Khaldeh
BROWN CHICKEN TERIAKI SUB,3.0,1200.0,SUB SANDWICHES,SALADS BAR,Stories Khaldeh
BROWN TUNA SUB,453.0,171993.15,SUB SANDWICHES,SALADS BAR,Stories Khaldeh
BROWN TURKEY & CHEESE SUB,1511.0,592745.71,SUB SANDWICHES,SALADS BAR,Stories Khaldeh
BROWN VEGGIE SUB,32.0,12223.42,SUB SANDWICHES,SALADS BAR,Stories Khaldeh
PESTO HALLOUMI SUB,402.0,115490.0,SUB SANDWICHES,SALADS BAR,Stories Khaldeh
LABNEH SUB,674.0,47272.79,SUB SANDWICHES,SALADS BAR,Stories Khaldeh
BROWN LABNEH SUB,313.0,89670.81,SUB SANDWICHES,SALADS BAR,Stories Khaldeh
BROWN PESTO HALLOUMI SUB,836.0,273757.36,SUB SANDWICHES,SALADS BAR,Stories Khaldeh
BROWN CHICKEN CAESAR SANDWICH,712.0,339775.68,SUB SANDWICHES,SALADS BAR,Stories Khaldeh
CHICKEN CAESAR SANDWICH,672.0,299866.55,SUB SANDWICHES,SALADS BAR,Stories Khaldeh
PULLED BEEF CHIMICHURRI SANDWICH,38.0,15975.98,SUB SANDWICHES,SALADS BAR,Stories Khaldeh
BROWN PULLED BEEF CHIMICHURRI SANDWICH,64.0,28828.83,SUB SANDWICHES,SALADS BAR,Stories Khaldeh
CLASSIC CINNAMON ROLL LARGE,3677.0,1071007.51,CINNAMONS,SANDWICHES,Stories Khaldeh
CHOCOLATE ROLL LARGE,1124.0,334504.5,CINNAMONS,SANDWICHES,Stories Khaldeh
EXTRA CREAM CHEESE FROSTING MIX,18.0,586.79,CINNAMONS,SANDWICHES,Stories Khaldeh
RED CINNAMON ROLL,74.0,24444.44,CINNAMONS,SANDWICHES,Stories Khaldeh
LOTUS ROLL,79.0,28586.49,CINNAMONS,SANDWICHES,Stories Khaldeh
CHOCOLATE PLUS,16.0,1622.52,NOT USED,CINNAMON ROLLS,Stories Khaldeh
TRIO SUB,1.0,366.67,NOT USED,CINNAMON ROLLS,Stories Khaldeh
CHICKEN BREAST SUB,4.0,1467.0,NOT USED,CINNAMON ROLLS,Stories Khaldeh
PRUNELLE THYME CROISSANT/NOT USED,2.0,400.0,NOT USED,CINNAMON ROLLS,Stories Khaldeh
PRUNELLE CHEESE CROISSANT/NOT USED,2.0,400.0,NOT USED,CINNAMON ROLLS,Stories Khaldeh
PRUNELLE CHOCOLATE CROISSANT/NOT USED,4.0,800.0,NOT USED,CINNAMON ROLLS,Stories Khaldeh
BROWN CHICKEN BREAST SUB,2.0,760.36,NOT USED,CINNAMON ROLLS,Stories Khaldeh
BROWN SALAMI & PEPPERONI SUB/NOT USED,1.0,400.0,NOT USED,CINNAMON ROLLS,Stories Khaldeh
BROWN TRIO SUB,1.0,400.0,NOT USED,CINNAMON ROLLS,Stories Khaldeh
TIRAMISU ROLL/not used,17.0,6227.03,NOT USED,CINNAMON ROLLS,Stories Khaldeh
STEVIA SUGAR SACHET/NOT USED,14.0,0.0,NOT USED,CINNAMON ROLLS,Stories Khaldeh
POMEGRANATE CUP/NOT USED,298.0,59600.0,NOT USED,CINNAMON ROLLS,Stories Khaldeh
ADD CHOCOLATE FOUNTAIN,1.0,100.0,NOT USED,CINNAMON ROLLS,Stories Khaldeh
PASSION FRUIT YOGHURT SMALL/NOT USED,3.0,900.0,NOT USED,CINNAMON ROLLS,Stories Khaldeh
TASTING CUP PASSION FRUIT/NOT USED,332.0,0.0,NOT USED,CINNAMON ROLLS,Stories Khaldeh
PEACH COOLER LARGE/NOT USED,1.0,433.33,NOT USED,CINNAMON ROLLS,Stories Khaldeh
PASSION FRUIT YOGHURT COMBO SMALL/NOT USED,174.0,58000.0,NOT USED,CINNAMON ROLLS,Stories Khaldeh
PASSION FRUIT YOGHURT COMBO MEDIUM/NOT USED,48.5,19400.0,NOT USED,CINNAMON ROLLS,Stories Khaldeh
PASSION FRUIT YOGHURT COMBO X-LARGE/NOT USED,3.5,1866.67,NOT USED,CINNAMON ROLLS,Stories Khaldeh
JOYCREAM FRUIT ROUGES,94.0,9360.63,NOT USED,CINNAMON ROLLS,Stories Khaldeh
BROWN FILET STEAK SANDWICH,137.0,68297.3,NOT USED,CINNAMON ROLLS,Stories Khaldeh
BROWN CHICKEN TRUFFLE SANDWICH/NOT USED,2.0,1000.0,NOT USED,CINNAMON ROLLS,Stories Khaldeh
FILET STEAK SANDWICH,146.0,67856.7,NOT USED,CINNAMON ROLLS,Stories Khaldeh
GRILLED VEGGIE SUB,1.0,466.67,NOT USED,CINNAMON ROLLS,Stories Khaldeh
PRUNELLE PLAIN CROISSANT/NOT USED,1.0,200.0,NOT USED,CINNAMON ROLLS,Stories Khaldeh
ADD STEAK,37.0,4801.2,NOT USED,CINNAMON ROLLS,Stories Khaldeh
PISTACHIO COOKIES/NOT USED,1.0,266.67,NOT USED,CINNAMON ROLLS,Stories Khaldeh
BROOKIES/NOT USED,9.0,2400.0,NOT USED,CINNAMON ROLLS,Stories Khaldeh
RASPBERRY COOKIES/NOT USED,1.0,266.67,NOT USED,CINNAMON ROLLS,Stories Khaldeh
LYCHEE BOBA/NOT USED,58.0,0.0,NOT USED,CINNAMON ROLLS,Stories Khaldeh
STRAWBERRY BOBA/NOT USED,102.0,0.0,NOT USED,CINNAMON ROLLS,Stories Khaldeh
GRANELLA DI BISCOTTO COMBO,316.0,0.0,NOT USED,CINNAMON ROLLS,Stories Khaldeh
KROCCO MILK,22.0,2001.8,NOT USED,CINNAMON ROLLS,Stories Khaldeh
COOKIES & MILK,44.0,4330.63,NOT USED,CINNAMON ROLLS,Stories Khaldeh
VALENTINE HOT CHOCOLATE/NOT USED,89.0,32633.33,NOT USED,CINNAMON ROLLS,Stories Khaldeh
NUTELLA ROLL,513.0,188130.36,NOT USED,CINNAMON ROLLS,Stories Khaldeh
BROWN ASIAN CRAB SANDWICH,3.0,1160.36,NOT USED,CINNAMON ROLLS,Stories Khaldeh
ASIAN CRAB SANDWICH,4.0,1466.67,NOT USED,CINNAMON ROLLS,Stories Khaldeh
BROWN STEAK SANDWICH,26.0,13273.27,NOT USED,CINNAMON ROLLS,Stories Khaldeh
STEAK SANDWICH,16.0,7735.74,NOT USED,CINNAMON ROLLS,Stories Khaldeh
ACAI YOGHURT SMALL,13.0,6987.99,NOT USED,CINNAMON ROLLS,Stories Khaldeh
ACAI YOGHURT COMBO SMALL,302.5,195307.81,NOT USED,CINNAMON ROLLS,Stories Khaldeh
TASTING CUP ACAI,201.0,0.0,NOT USED,CINNAMON ROLLS,Stories Khaldeh
ORIGINAL SUGAR FREE YOGHURT COMBO MEDIUM,11.5,5870.87,NOT USED,CINNAMON ROLLS,Stories Khaldeh
ORIGINAL SUGAR FREE YOGHURT COMBO SMALL,67.5,30405.41,NOT USED,CINNAMON ROLLS,Stories Khaldeh
ORIGINAL SUGAR FREE YOGHURT COMBO X-LARGE,1.0,750.75,NOT USED,CINNAMON ROLLS,Stories Khaldeh
ORIGINAL SUGAR FREE YOGHURT SMALL,1.0,420.42,NOT USED,CINNAMON ROLLS,Stories Khaldeh
GRANOLA BAR CHOCOLATE,54.0,4864.87,NOT USED,CINNAMON ROLLS,Stories Khaldeh
GRANOLA BAR VANILLA,67.0,6036.04,NOT USED,CINNAMON ROLLS,Stories Khaldeh
ADD SMOKED TURKEY,212.0,21448.05,ADD ONS,NOT USED,Stories Khaldeh
ADD CHEDDAR CHEESE,58.0,3642.04,ADD ONS,NOT USED,Stories Khaldeh
ADD TUNA,100.0,13684.08,ADD ONS,NOT USED,Stories Khaldeh
ADD CHICKEN,145.0,19898.5,ADD ONS,NOT USED,Stories Khaldeh
ADD HALLOUM CHEESE,112.0,10663.96,ADD ONS,NOT USED,Stories Khaldeh
ADD PULLED BEEF,9.0,1351.35,ADD ONS,NOT USED,Stories Khaldeh
LATTE COMBO,2.0,0.0,POP UP BEVERAGE,SUBS,Stories Khaldeh
MOCHA COMBO,3.0,0.0,POP UP BEVERAGE,SUBS,Stories Khaldeh
CHOCOLATE ROLL+DRINK,2.0,780.78,OFFER,POP UP BEVERAGE,Stories Khaldeh
PESTO HALLOUMI SUB+DRINK,1.0,390.39,OFFER,POP UP BEVERAGE,Stories Khaldeh
TURKEY & CHEESE SUB+DRINK,2.0,960.96,OFFER,POP UP BEVERAGE,Stories Khaldeh
FREEZE DROPS STRAWBERRY,805.0,160593.33,PACKAGED FOOD,OFFER,Stories Khaldeh
MEDIUM CHIPS,977.0,62490.27,PACKAGED FOOD,OFFER,Stories Khaldeh
MATCHA CUP,19.0,3993.99,PACKAGED FOOD,OFFER,Stories Khaldeh
VANILLA  ASH,59.0,12402.4,PACKAGED FOOD,OFFER,Stories Khaldeh
BEETROOT CUP,18.0,3783.78,PACKAGED FOOD,OFFER,Stories Khaldeh
CHOCOLATE SP/MO,62.0,13033.03,PACKAGED FOOD,OFFER,Stories Khaldeh
HONEY PEANUT ST BITES,124.0,20108.11,PACKAGED FOOD,OFFER,Stories Khaldeh
SPECIALITY COFFEE ST BITES,91.0,14756.76,PACKAGED FOOD,OFFER,Stories Khaldeh
PINEAPPLE CUP,747.0,269464.59,FRUITS,OFFER,Stories Khaldeh
BOUMALI CUP,482.0,95508.29,FRUITS,OFFER,Stories Khaldeh
TIRAMISU CUP,293.0,109984.98,PACKAGED DESSERT,OFFER,Stories Khaldeh
MAK BAR CHOCOLATE CRUNCH,8.0,1873.87,PACKAGED DESSERT,OFFER,Stories Khaldeh
MAK BAR PRO VANILLE,4.0,1129.13,PACKAGED DESSERT,OFFER,Stories Khaldeh
MAK BAR PRO COOKIES CREAM,8.0,2258.26,PACKAGED DESSERT,OFFER,Stories Khaldeh
MAK BAR WHITE ALMOND CRUNCH,6.0,1405.41,PACKAGED DESSERT,OFFER,Stories Khaldeh
BOSTON CREAM DONUT,75.0,14935.68,DONUTS,GRAB&GO FOOD,Stories Khaldeh
OREO DOUGHNUTS,31.0,6200.0,DONUTS,GRAB&GO FOOD,Stories Khaldeh
HAZELNUT DOUGHNUTS,37.0,7400.0,DONUTS,GRAB&GO FOOD,Stories Khaldeh
STRAWBERRY DOUGHNUTS,22.0,4400.0,DONUTS,GRAB&GO FOOD,Stories Khaldeh
LOTUS DOUGHNUTS,51.0,10220.0,DONUTS,GRAB&GO FOOD,Stories Khaldeh
KINDER DOUGHNUTS,129.0,25838.2,DONUTS,GRAB&GO FOOD,Stories Khaldeh
ESPRESSO,1203.0,191023.63,BLACK COFFEE,DONUTS,Stories Bayada
DOUBLE ESPRESSO,3667.0,692701.99,BLACK COFFEE,DONUTS,Stories Bayada
AMERICANO SMALL,1823.0,345375.5,BLACK COFFEE,DONUTS,Stories Bayada
AMERICANO MEDIUM,952.0,209370.42,BLACK COFFEE,DONUTS,Stories Bayada
AMERICANO LARGE,101.0,24652.73,BLACK COFFEE,DONUTS,Stories Bayada
BLACK COFFEE SMALL,4613.0,751328.83,BLACK COFFEE,DONUTS,Stories Bayada
BLACK COFFEE MEDIUM,1536.0,308851.65,BLACK COFFEE,DONUTS,Stories Bayada
BLACK COFFEE LARGE,242.0,56297.6,BLACK COFFEE,DONUTS,Stories Bayada
SINGLE ESPRESSO MACC,38.0,5803.9,BLACK COFFEE,DONUTS,Stories Bayada
DOUBLE ESPRESSO MAC,105.0,19323.24,BLACK COFFEE,DONUTS,Stories Bayada
TRIPLE ESPRESSO,31.0,1537.3,BLACK COFFEE,DONUTS,Stories Bayada
SINGLE LONGO,152.0,26739.7,BLACK COFFEE,DONUTS,Stories Bayada
DOUBLE LONGO,302.0,55781.62,BLACK COFFEE,DONUTS,Stories Bayada
LATTE SMALL,4310.0,840155.32,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
LATTE MEDIUM,3407.0,770727.41,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
CAPPUCCINO SMALL,2421.0,475440.54,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
CAPPUCCINO MEDIUM,1822.0,412221.32,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
MOCHA SMALL,656.0,139978.74,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
MOCHA MEDIUM,880.0,227955.8,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
WHITE MOCHA SMALL,739.0,141556.13,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
WHITE MOCHA MEDIUM,690.0,178296.1,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
CARAMEL MACHIATO SMALL,509.0,113353.3,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
CARAMEL MACHIATO MEDIUM,615.0,158840.24,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
SIGNATURE HOT CHOCOLATE SMALL,746.0,169931.23,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
SIGNATURE HOT CHOCOLATE MEDIUM,741.0,196893.69,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
STEAMED MILK SMALL,30.0,3986.79,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
STEAMED MILK MEDIUM,19.0,3171.17,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
LATTE LARGE,309.0,82032.43,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
MOCHA  LARGE,51.0,15140.24,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
CAPPUCCINO LARGE,146.0,38719.52,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
STEAMED MILK LARGE,3.0,596.4,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
WHITE MOCHA LARGE,50.0,14834.53,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
CARAMEL MACCHIATO LARGE,75.0,22351.65,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
MATCHA LATTE SMALL,230.0,43520.54,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
MATCHA LATTE MEDIUM,291.0,65833.6,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
MATCHA LATTE LARGE,41.0,10887.69,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
FLAT WHITE,1018.0,171477.3,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
HOT DOUBLE SHOT SMALL,196.0,29504.2,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
HOT DOUBLE SHOT MEDIUM,115.0,30570.57,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
HOT DOUBLE SHOT LARGE,9.0,2963.96,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
TOFFEE NUT LATTE MEDIUM,191.0,51154.35,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
TOFFEE NUT LATTE SMALL,124.0,29110.21,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
CLASSIC HOT CHOC SMALL,333.0,75966.16,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
CLASSIC HOT CHOC MEDIUM,177.0,46613.21,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
HOT DOUBLE SHOT TOFFEE NUT SMALL,28.0,7416.22,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
HOT DOUBLE SHOT TOFFEE NUT MEDIUM,48.0,14188.89,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
CLASSIC HOT CHOC LARGE,13.0,3837.24,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
SPANISH LATTE SMALL,776.0,134319.22,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
SPANISH LATTE MEDIUM,577.0,169664.8,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
SALTED CARAMEL LATTE SMALL,156.0,35451.95,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
SALTED CARAMEL LATTE MEDIUM,172.0,45479.88,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
SALTED CARAMEL LATTE LARGE,12.0,3936.94,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
SIGNATURE HOT CHOCOLATE LARGE,39.0,11631.53,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
TOFFEE NUT LATTE LARGE,13.0,4306.31,MIXED HOT BEVERAGE,DONUTS,Stories Bayada
ENGLISH BREAKFAST TEA MEDIUM,353.0,34806.31,TEA,DONUTS,Stories Bayada
EARL GREY LAVENDER TEA MEDIUM,218.0,33827.33,TEA,DONUTS,Stories Bayada
ORGANIC GREEN TEA MEDIUM,580.0,91250.75,TEA,DONUTS,Stories Bayada
SOUTHERN MINT HERBAL TEA MEDIUM,316.0,49322.82,TEA,DONUTS,Stories Bayada
ADD ENGLISH BREAKFAST TEA BAG,11.0,427.63,TEA,DONUTS,Stories Bayada
ADD EARL GREY LAVENDER  BAG,4.0,168.17,TEA,DONUTS,Stories Bayada
ADD GREEN TEA BAG,1.0,54.05,TEA,DONUTS,Stories Bayada
ADD SOUTHERN MINT HERBAL TEA BAG,1.0,33.33,TEA,DONUTS,Stories Bayada
GOLDEN CHAMOMILE HERBAL TEA MEDIUM,248.0,40492.49,TEA,DONUTS,Stories Bayada
SWEET GINGER PEACH BLACK TEA MEDIUM,153.0,20908.41,TEA,DONUTS,Stories Bayada
ADD GOLDEN CHAMOMILE HERBAL TEA BAG,2.0,84.08,TEA,DONUTS,Stories Bayada
ADD SWEET GINGER PEACH BLACK  TEA BAG,2.0,84.08,TEA,DONUTS,Stories Bayada
BOMBAY CHAI BLACK TEA MEDIUM,134.0,19412.91,TEA,DONUTS,Stories Bayada
ADD BOMBAY CHAI TEA BAG,1.0,42.04,TEA,DONUTS,Stories Bayada
MEDITERRANEAN CARAMEL TEA MEDIUM,48.0,7903.9,TEA,DONUTS,Stories Bayada
LEMONGRASS&ORANGE TEA MEDIUM,83.0,13453.45,TEA,DONUTS,Stories Bayada
ADD LEMONGRASS&ORANGE TEA BAG,2.0,84.08,TEA,DONUTS,Stories Bayada
YIRGACHEFFE BEANS 250G,3.0,2000.0,BEANS,DONUTS,Stories Bayada
HOUSE BLEND BEANS 250G,23.0,11632.43,BEANS,DONUTS,Stories Bayada
AMERICAN COFFEE BEANS 250G,4.0,1921.92,BEANS,DONUTS,Stories Bayada
ICED AMERICANO SMALL,525.0,100968.35,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED AMERICANO MEDIUM,757.0,172590.75,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED LATTE SMALL,2031.0,399790.99,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED LATTE MEDIUM,5532.0,1273963.36,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED MOCHA SMALL,328.0,71119.82,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED MOCHA MEDIUM,921.0,244329.13,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED WHITE MOCHA SMALL,799.0,127708.11,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED WHITE MOCHA MEDIUM,1405.0,372708.71,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED AMERICANO LARGE,133.0,34948.11,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED LATTE LARGE,474.0,125823.42,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED MOCHA LARGE,65.0,19300.3,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED WHITE MOCHA LARGE,212.0,62995.2,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
DOUBLE SHOT SHAKEN MEDIUM,434.0,101467.51,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
DOUBLE SHOT SHAKEN LARGE,63.0,16706.31,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED MATCHA LATTE SMALL,866.0,168884.69,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED MATCHA LATTE MEDIUM,2477.0,569798.5,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED MATCHA LATTE LARGE,298.0,79012.61,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
DOUBLE SHOT SHAKEN SMALL,977.0,31659.46,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED CARAMEL MACCHIATO SMALL,546.0,120077.48,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED CARAMEL MACCHIATO MEDIUM,1539.0,408610.21,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED CARAMEL MACCHIATO LARGE,194.0,57720.72,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED TOFFEE NUT LATTE SMALL,28.0,6606.01,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED TOFFEE NUT LATTE MEDIUM,132.0,35465.47,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED CLASSIC CHOC MEDIUM,381.0,101193.99,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED CLASSIC CHOC SMALL,172.0,38522.52,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
BLUE NADE,569.0,151091.89,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED DOUBLE SHOT TOFFEE NUT SMALL,3.0,630.63,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED DOUBLE SHOT TOFFEE NUT MEDIUM,11.0,2721.92,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
SIGNATURE ICED CHOCOLATE SMALL,32.0,7303.3,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
SIGNATURE ICED CHOCOLATE MEDIUM,68.0,17969.97,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED DOUBLE SHOT TOFFEE NUT LARGE,3.0,840.54,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED TOFFEE NUT LATTE LARGE,16.0,5168.17,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED CLASSIC CHOC LARGE,30.0,8914.41,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
SIGNATURE ICED CHOCOLATE LARGE,9.0,2648.65,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED SPANISH LATTE SMALL,902.0,228036.64,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED SPANISH LATTE MEDIUM,2134.0,619612.97,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED SALTED CARAMEL LATTE SMALL,163.0,36690.09,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED SALTED CARAMEL LATTE MEDIUM,526.0,139192.79,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
ICED SALTED CARAMEL LATTE LARGE,31.0,9441.44,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
COLD BREW BOTTLE,765.0,74624.63,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories Bayada
COFFEE FRAPPE SMALL,77.0,14347.75,BLENDED BRINKS,HOT BAR SECTION,Stories Bayada
COFFEE FRAPPE MEDIUM,227.0,50076.28,BLENDED BRINKS,HOT BAR SECTION,Stories Bayada
CARAMEL FRAPP SMALL,760.0,169624.32,BLENDED BRINKS,HOT BAR SECTION,Stories Bayada
CARAMEL FRAPP MEDIUM,2000.0,532460.06,BLENDED BRINKS,HOT BAR SECTION,Stories Bayada
CARAMEL FRAPP LARGE,236.0,72837.48,BLENDED BRINKS,HOT BAR SECTION,Stories Bayada
COFFEE FRAPP LARGE,29.0,7363.36,BLENDED BRINKS,HOT BAR SECTION,Stories Bayada
MOCHA FRAPP SMALL,359.0,78627.03,BLENDED BRINKS,HOT BAR SECTION,Stories Bayada
MOCHA FRAPP MEDIUM,1000.0,262675.08,BLENDED BRINKS,HOT BAR SECTION,Stories Bayada
MOCHA FRAPP LARGE,110.0,31815.92,BLENDED BRINKS,HOT BAR SECTION,Stories Bayada
ESPRESSO FRAPP SMALL,109.0,20131.53,BLENDED BRINKS,HOT BAR SECTION,Stories Bayada
ESPRESSO FRAPP MEDIUM,334.0,73378.08,BLENDED BRINKS,HOT BAR SECTION,Stories Bayada
ESPRESSO FRAPP LARGE,66.0,16120.12,BLENDED BRINKS,HOT BAR SECTION,Stories Bayada
VANILLA CREAM FRAPP SMALL,252.0,55533.33,BLENDED BRINKS,HOT BAR SECTION,Stories Bayada
VANILLA CREAM FRAPP MEDIUM,449.0,115431.83,BLENDED BRINKS,HOT BAR SECTION,Stories Bayada
VANILLA CREAM FRAPP LARGE,46.0,13028.23,BLENDED BRINKS,HOT BAR SECTION,Stories Bayada
